pair_key,substance_a_id,substance_b_id,exact_chunk_count,class_level_chunk_count,total_chunk_count,source_count,source_ids,source_titles,exact_chunk_ids,class_level_chunk_ids,all_chunk_ids
kambo|ssri,kambo,ssri,0,0,0,0,,,,,
kambo|tobacco_rape,kambo,tobacco_rape,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
kambo|tricyclic_ad,kambo,tricyclic_ad,0,0,0,0,,,,,
kambo|two_c_x,kambo,two_c_x,0,0,0,0,,,,,
kambo|yopo,yopo,kambo,0,0,0,0,,,,,
ketamine|ketamine,ketamine,ketamine,0,0,0,0,,,,,
ketamine|lamotrigine,lamotrigine,ketamine,2,0,2,1,veraart_2021,Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,veraart_2021::chunk::9db3bca789f0;veraart_2021::chunk::ce4a4d991954,,veraart_2021::chunk::9db3bca789f0;veraart_2021::chunk::ce4a4d991954
ketamine|lithium,lithium,ketamine,2,0,2,1,veraart_2021,Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,veraart_2021::chunk::24ed35b48007;veraart_2021::chunk::ce4a4d991954,,veraart_2021::chunk::24ed35b48007;veraart_2021::chunk::ce4a4d991954
ketamine|lsd,ketamine,lsd,0,0,0,0,,,,,
ketamine|maoi_pharma,maoi_pharma,ketamine,4,0,4,2,lindsey_2012;veraart_2021,Drug Interactions between Common Illicit Drugs and Prescription Therapies | Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,lindsey_2012::chunk::5157e31148e1;veraart_2021::chunk::99fa65ad01d5;veraart_2021::chunk::9db3bca789f0;veraart_2021::chunk::ce4a4d991954,,lindsey_2012::chunk::5157e31148e1;veraart_2021::chunk::99fa65ad01d5;veraart_2021::chunk::9db3bca789f0;veraart_2021::chunk::ce4a4d991954
ketamine|mdma,mdma,ketamine,2,4,6,3,feulner_2023;lindsey_2012;schmid_2015_a,"Drug Interactions between Common Illicit Drugs and Prescription Therapies | Efficacy and Safety of Psychedelics in Treating Anxiety Disorders | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",feulner_2023::chunk::f6e63c56cfa8;lindsey_2012::chunk::5157e31148e1,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,feulner_2023::chunk::f6e63c56cfa8;lindsey_2012::chunk::5157e31148e1;schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
ketamine|mescaline_peyote,mescaline_peyote,ketamine,0,0,0,0,,,,,
ketamine|methylphenidate,methylphenidate,ketamine,0,0,0,0,,,,,
ketamine|nbome_series,nbome_series,ketamine,0,0,0,0,,,,,
ketamine|ndri_bupropion,ndri_bupropion,ketamine,1,0,1,1,veraart_2021,Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,veraart_2021::chunk::24ed35b48007,,veraart_2021::chunk::24ed35b48007
ketamine|nn_dmt,nn_dmt,ketamine,0,0,0,0,,,,,
ketamine|psilocybin,ketamine,psilocybin,43,0,43,4,askariyana_2025;higgins_2021;kadriu_2021;wojtas_2022,"An overview of psilocybin, LSD, MDMA, and ketamine in revitalizing psychedelic-assisted therapy: Insights, limitations and future directions | Effect of psilocybin and ketamine on brain neurotransmitters, glutamate receptors, DNA and rat behaviour | Ketamine and serotonergic psychedelics: common mechanisms underlying the effects of rapid-acting antidepressants | Low doses of psilocybin and ketamine enhance motivation and attention in poor performing rats: evidence for an antidepressant property",askariyana_2025::chunk::074cccd01ff5;askariyana_2025::chunk::290f78b042c5;askariyana_2025::chunk::3de0375c7c36;askariyana_2025::chunk::44c2d54a237c;askariyana_2025::chunk::5d50ce9816e6;askariyana_2025::chunk::6f99ae0832c4;askariyana_2025::chunk::750e60f68db4;askariyana_2025::chunk::b87b4ee43f8c;askariyana_2025::chunk::cab8f41ad0db;askariyana_2025::chunk::e28033cc6937;askariyana_2025::chunk::fdbc161c9d45;higgins_2021::chunk::1dcbda0d3a84;higgins_2021::chunk::33461080b815;higgins_2021::chunk::5691c9ee3878;higgins_2021::chunk::9a9751b6f0fc;higgins_2021::chunk::9dca6220bd86;higgins_2021::chunk::afc8211fa79d;higgins_2021::chunk::c04f180fca86;higgins_2021::chunk::c376f50f27da;higgins_2021::chunk::d5977012489e;higgins_2021::chunk::e7be4cd42a4e;higgins_2021::chunk::ee289eb4214c;higgins_2021::chunk::f38effd1a93d;higgins_2021::chunk::f70ed09a4067;higgins_2021::chunk::f760d5b361d1;kadriu_2021::chunk::505aa6f12071;wojtas_2022::chunk::053c498ccab4;wojtas_2022::chunk::0ef326d033c7;wojtas_2022::chunk::140f1f2f6418;wojtas_2022::chunk::1d805f6fecfd;wojtas_2022::chunk::2f574cbd5363;wojtas_2022::chunk::3666652f42da;wojtas_2022::chunk::374c8a2f8c67;wojtas_2022::chunk::527e5f130625;wojtas_2022::chunk::6e9470c2be01;wojtas_2022::chunk::6f5d7ca53a4f;wojtas_2022::chunk::82393c5706f8;wojtas_2022::chunk::a85edb9615e5;wojtas_2022::chunk::a864cd198333;wojtas_2022::chunk::af3532947dea;wojtas_2022::chunk::b62ecc48b27c;wojtas_2022::chunk::cda9bd94a83a;wojtas_2022::chunk::d1a3c7f6ad09,,askariyana_2025::chunk::074cccd01ff5;askariyana_2025::chunk::290f78b042c5;askariyana_2025::chunk::3de0375c7c36;askariyana_2025::chunk::44c2d54a237c;askariyana_2025::chunk::5d50ce9816e6;askariyana_2025::chunk::6f99ae0832c4;askariyana_2025::chunk::750e60f68db4;askariyana_2025::chunk::b87b4ee43f8c;askariyana_2025::chunk::cab8f41ad0db;askariyana_2025::chunk::e28033cc6937;askariyana_2025::chunk::fdbc161c9d45;higgins_2021::chunk::1dcbda0d3a84;higgins_2021::chunk::33461080b815;higgins_2021::chunk::5691c9ee3878;higgins_2021::chunk::9a9751b6f0fc;higgins_2021::chunk::9dca6220bd86;higgins_2021::chunk::afc8211fa79d;higgins_2021::chunk::c04f180fca86;higgins_2021::chunk::c376f50f27da;higgins_2021::chunk::d5977012489e;higgins_2021::chunk::e7be4cd42a4e;higgins_2021::chunk::ee289eb4214c;higgins_2021::chunk::f38effd1a93d;higgins_2021::chunk::f70ed09a4067;higgins_2021::chunk::f760d5b361d1;kadriu_2021::chunk::505aa6f12071;wojtas_2022::chunk::053c498ccab4;wojtas_2022::chunk::0ef326d033c7;wojtas_2022::chunk::140f1f2f6418;wojtas_2022::chunk::1d805f6fecfd;wojtas_2022::chunk::2f574cbd5363;wojtas_2022::chunk::3666652f42da;wojtas_2022::chunk::374c8a2f8c67;wojtas_2022::chunk::527e5f130625;wojtas_2022::chunk::6e9470c2be01;wojtas_2022::chunk::6f5d7ca53a4f;wojtas_2022::chunk::82393c5706f8;wojtas_2022::chunk::a85edb9615e5;wojtas_2022::chunk::a864cd198333;wojtas_2022::chunk::af3532947dea;wojtas_2022::chunk::b62ecc48b27c;wojtas_2022::chunk::cda9bd94a83a;wojtas_2022::chunk::d1a3c7f6ad09
ketamine|salvia,salvia,ketamine,1,0,1,1,feulner_2023,Efficacy and Safety of Psychedelics in Treating Anxiety Disorders,feulner_2023::chunk::f6e63c56cfa8,,feulner_2023::chunk::f6e63c56cfa8
ketamine|serotonergic_opioids,serotonergic_opioids,ketamine,1,0,1,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::5157e31148e1,,lindsey_2012::chunk::5157e31148e1
ketamine|snri,snri,ketamine,1,0,1,1,veraart_2021,Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,veraart_2021::chunk::24ed35b48007,,veraart_2021::chunk::24ed35b48007
ketamine|ssri,ssri,ketamine,1,0,1,1,veraart_2021,Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,veraart_2021::chunk::24ed35b48007,,veraart_2021::chunk::24ed35b48007
ketamine|tobacco_rape,tobacco_rape,ketamine,0,0,0,0,,,,,
ketamine|tricyclic_ad,tricyclic_ad,ketamine,1,0,1,1,veraart_2021,Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,veraart_2021::chunk::24ed35b48007,,veraart_2021::chunk::24ed35b48007
ketamine|two_c_x,two_c_x,ketamine,0,0,0,0,,,,,
ketamine|yopo,yopo,ketamine,0,0,0,0,,,,,
lamotrigine|lamotrigine,lamotrigine,lamotrigine,0,0,0,0,,,,,
lamotrigine|lithium,lithium,lamotrigine,1,0,1,1,veraart_2021,Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,veraart_2021::chunk::ce4a4d991954,,veraart_2021::chunk::ce4a4d991954
lamotrigine|lsd,lsd,lamotrigine,0,0,0,0,,,,,
lamotrigine|maoi_pharma,maoi_pharma,lamotrigine,2,0,2,1,veraart_2021,Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,veraart_2021::chunk::9db3bca789f0;veraart_2021::chunk::ce4a4d991954,,veraart_2021::chunk::9db3bca789f0;veraart_2021::chunk::ce4a4d991954
lamotrigine|mdma,mdma,lamotrigine,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
lamotrigine|mescaline_peyote,mescaline_peyote,lamotrigine,0,0,0,0,,,,,
lamotrigine|methylphenidate,methylphenidate,lamotrigine,0,0,0,0,,,,,
lamotrigine|nbome_series,nbome_series,lamotrigine,0,0,0,0,,,,,
lamotrigine|ndri_bupropion,ndri_bupropion,lamotrigine,0,0,0,0,,,,,
lamotrigine|nn_dmt,nn_dmt,lamotrigine,0,0,0,0,,,,,
lamotrigine|psilocybin,psilocybin,lamotrigine,0,0,0,0,,,,,
lamotrigine|salvia,salvia,lamotrigine,0,0,0,0,,,,,
lamotrigine|serotonergic_opioids,serotonergic_opioids,lamotrigine,0,0,0,0,,,,,
lamotrigine|snri,snri,lamotrigine,0,0,0,0,,,,,
lamotrigine|ssri,ssri,lamotrigine,0,0,0,0,,,,,
lamotrigine|tobacco_rape,tobacco_rape,lamotrigine,0,0,0,0,,,,,
lamotrigine|tricyclic_ad,tricyclic_ad,lamotrigine,0,0,0,0,,,,,
lamotrigine|two_c_x,two_c_x,lamotrigine,0,0,0,0,,,,,
lamotrigine|yopo,yopo,lamotrigine,0,0,0,0,,,,,
lithium|lithium,lithium,lithium,0,0,0,0,,,,,
lithium|lsd,lsd,lithium,4,0,4,2,baldo_2018;nayak_2021,Classic Psychedelic Coadministration with Lithium | Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects,baldo_2018::chunk::1e917052d16f;nayak_2021::chunk::17118c3ecd93;nayak_2021::chunk::31329b92413b;nayak_2021::chunk::648c470aac3e,,baldo_2018::chunk::1e917052d16f;nayak_2021::chunk::17118c3ecd93;nayak_2021::chunk::31329b92413b;nayak_2021::chunk::648c470aac3e
lithium|maoi_pharma,maoi_pharma,lithium,2,0,2,2,gillman_2023;veraart_2021,Monoamine oxidase inhibitors and clinically relevant drug interactions | Pharmacodynamic Interactions Between Ketamine and Psychiatric Medications Used in the Treatment of Depression: A Systematic Review,gillman_2023::chunk::b6fa99801fd7;veraart_2021::chunk::ce4a4d991954,,gillman_2023::chunk::b6fa99801fd7;veraart_2021::chunk::ce4a4d991954
lithium|mdma,mdma,lithium,2,4,6,2,cohen_2021;schmid_2015_a,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",cohen_2021::chunk::8bc3c28b8949;cohen_2021::chunk::c4edfa2bab9c,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,cohen_2021::chunk::8bc3c28b8949;cohen_2021::chunk::c4edfa2bab9c;schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
lithium|mescaline_peyote,mescaline_peyote,lithium,0,0,0,0,,,,,
lithium|methylphenidate,methylphenidate,lithium,0,0,0,0,,,,,
lithium|nbome_series,nbome_series,lithium,0,0,0,0,,,,,
lithium|ndri_bupropion,ndri_bupropion,lithium,0,0,0,0,,,,,
lithium|nn_dmt,nn_dmt,lithium,1,0,1,1,nayak_2021,Classic Psychedelic Coadministration with Lithium,nayak_2021::chunk::17118c3ecd93,,nayak_2021::chunk::17118c3ecd93
lithium|psilocybin,psilocybin,lithium,4,0,4,2,barnett_2025;nayak_2021,"Classic Psychedelic Coadministration with Lithium | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine",barnett_2025::chunk::1b1465226d19;nayak_2021::chunk::17118c3ecd93;nayak_2021::chunk::31329b92413b;nayak_2021::chunk::648c470aac3e,,barnett_2025::chunk::1b1465226d19;nayak_2021::chunk::17118c3ecd93;nayak_2021::chunk::31329b92413b;nayak_2021::chunk::648c470aac3e
lithium|salvia,salvia,lithium,0,0,0,0,,,,,
lithium|serotonergic_opioids,serotonergic_opioids,lithium,1,0,1,1,baldo_2018,Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects,baldo_2018::chunk::1e917052d16f,,baldo_2018::chunk::1e917052d16f
lithium|snri,snri,lithium,1,0,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,gillman_2023::chunk::b6fa99801fd7,,gillman_2023::chunk::b6fa99801fd7
lithium|ssri,ssri,lithium,2,0,2,2,baldo_2018;gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions | Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects,baldo_2018::chunk::1e917052d16f;gillman_2023::chunk::b6fa99801fd7,,baldo_2018::chunk::1e917052d16f;gillman_2023::chunk::b6fa99801fd7
lithium|tobacco_rape,tobacco_rape,lithium,0,0,0,0,,,,,
lithium|tricyclic_ad,tricyclic_ad,lithium,0,0,0,0,,,,,
lithium|two_c_x,two_c_x,lithium,0,0,0,0,,,,,
lithium|yopo,yopo,lithium,0,0,0,0,,,,,
lsd|lsd,lsd,lsd,0,0,0,0,,,,,
lsd|maoi_pharma,lsd,maoi_pharma,3,0,3,3,barnett_2025;gukasyan_2023;thomas_2024,"Attenuation of psilocybin mushroom effects during and after SSRI/SNRI antidepressant use | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | Toxicology and Pharmacological Interactions of Classic Psychedelics",barnett_2025::chunk::757c0ee1256e;gukasyan_2023::chunk::7f6bb3572cf9;thomas_2024::chunk::70c648b79adc,,barnett_2025::chunk::757c0ee1256e;gukasyan_2023::chunk::7f6bb3572cf9;thomas_2024::chunk::70c648b79adc
lsd|mdma,lsd,mdma,1,4,5,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",halman_2024::chunk::6d291e0046ea,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,halman_2024::chunk::6d291e0046ea;schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
lsd|mescaline_peyote,mescaline_peyote,lsd,9,1,10,3,halman_2024;thomas_2024;wojtas_2022,"Drug-drug interactions involving classic psychedelics: A systematic review | Effect of psilocybin and ketamine on brain neurotransmitters, glutamate receptors, DNA and rat behaviour | Toxicology and Pharmacological Interactions of Classic Psychedelics",halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;halman_2024::chunk::f41a3fdca9f7;wojtas_2022::chunk::96dbc7d3cf09,thomas_2024::chunk::d0df4f624773,halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;halman_2024::chunk::f41a3fdca9f7;thomas_2024::chunk::d0df4f624773;wojtas_2022::chunk::96dbc7d3cf09
lsd|methylphenidate,lsd,methylphenidate,0,0,0,0,,,,,
lsd|nbome_series,lsd,nbome_series,0,1,1,1,thomas_2024,Toxicology and Pharmacological Interactions of Classic Psychedelics,,thomas_2024::chunk::d0df4f624773,thomas_2024::chunk::d0df4f624773
lsd|ndri_bupropion,lsd,ndri_bupropion,0,0,0,0,,,,,
lsd|nn_dmt,nn_dmt,lsd,9,1,10,4,barnett_2025;halman_2024;thomas_2024;wojtas_2022,"Drug-drug interactions involving classic psychedelics: A systematic review | Effect of psilocybin and ketamine on brain neurotransmitters, glutamate receptors, DNA and rat behaviour | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | Toxicology and Pharmacological Interactions of Classic Psychedelics",barnett_2025::chunk::757c0ee1256e;halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;wojtas_2022::chunk::96dbc7d3cf09,thomas_2024::chunk::d0df4f624773,barnett_2025::chunk::757c0ee1256e;halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;thomas_2024::chunk::d0df4f624773;wojtas_2022::chunk::96dbc7d3cf09
lsd|psilocybin,psilocybin,lsd,14,1,15,5,barnett_2025;halman_2024;thomas_2024;waters_2021;wojtas_2022,"Drug-drug interactions involving classic psychedelics: A systematic review | Effect of psilocybin and ketamine on brain neurotransmitters, glutamate receptors, DNA and rat behaviour | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | Pharmacologic Similarities and Differences Among Hallucinogens | Toxicology and Pharmacological Interactions of Classic Psychedelics",barnett_2025::chunk::757c0ee1256e;halman_2024::chunk::3034cb6a7fd1;halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::b9871b57e539;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;halman_2024::chunk::f41a3fdca9f7;thomas_2024::chunk::615c52d86c18;waters_2021::chunk::c3dc46fd02aa;wojtas_2022::chunk::96dbc7d3cf09,thomas_2024::chunk::d0df4f624773,barnett_2025::chunk::757c0ee1256e;halman_2024::chunk::3034cb6a7fd1;halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::b9871b57e539;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;halman_2024::chunk::f41a3fdca9f7;thomas_2024::chunk::615c52d86c18;thomas_2024::chunk::d0df4f624773;waters_2021::chunk::c3dc46fd02aa;wojtas_2022::chunk::96dbc7d3cf09
lsd|salvia,lsd,salvia,0,0,0,0,,,,,
lsd|serotonergic_opioids,lsd,serotonergic_opioids,1,0,1,1,baldo_2018,Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects,baldo_2018::chunk::1e917052d16f,,baldo_2018::chunk::1e917052d16f
lsd|snri,lsd,snri,0,0,0,0,,,,,
lsd|ssri,lsd,ssri,1,0,1,1,baldo_2018,Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects,baldo_2018::chunk::1e917052d16f,,baldo_2018::chunk::1e917052d16f
lsd|tobacco_rape,lsd,tobacco_rape,0,0,0,0,,,,,
lsd|tricyclic_ad,lsd,tricyclic_ad,1,0,1,1,thomas_2024,Toxicology and Pharmacological Interactions of Classic Psychedelics,thomas_2024::chunk::70c648b79adc,,thomas_2024::chunk::70c648b79adc
lsd|two_c_x,lsd,two_c_x,0,1,1,1,thomas_2024,Toxicology and Pharmacological Interactions of Classic Psychedelics,,thomas_2024::chunk::d0df4f624773,thomas_2024::chunk::d0df4f624773
lsd|yopo,yopo,lsd,0,0,0,0,,,,,
maoi_pharma|maoi_pharma,maoi_pharma,maoi_pharma,0,0,0,0,,,,,
maoi_pharma|mdma,maoi_pharma,mdma,10,0,10,4,baldo_2020;lindsey_2012;malcolm_2023;rached_2026,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Drug Interactions between Common Illicit Drugs and Prescription Therapies | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review",baldo_2020::chunk::a1af78dffeb0;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;lindsey_2012::chunk::6d1b8e28126d;malcolm_2023::chunk::7bae4d7c0d3d;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::ccb7ce6fdd3e;rached_2026::chunk::e96a887142ce;rached_2026::chunk::f0b8f4bd20a9;rached_2026::chunk::f3935f82299a,,baldo_2020::chunk::a1af78dffeb0;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;lindsey_2012::chunk::6d1b8e28126d;malcolm_2023::chunk::7bae4d7c0d3d;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::ccb7ce6fdd3e;rached_2026::chunk::e96a887142ce;rached_2026::chunk::f0b8f4bd20a9;rached_2026::chunk::f3935f82299a
maoi_pharma|mescaline_peyote,mescaline_peyote,maoi_pharma,0,0,0,0,,,,,
maoi_pharma|methylphenidate,maoi_pharma,methylphenidate,0,0,0,0,,,,,
maoi_pharma|nbome_series,maoi_pharma,nbome_series,0,0,0,0,,,,,
maoi_pharma|ndri_bupropion,maoi_pharma,ndri_bupropion,0,0,0,0,,,,,
maoi_pharma|nn_dmt,nn_dmt,maoi_pharma,30,0,30,5,barnett_2025;malcolm_2023;rached_2026;ruffell_2020;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances | The pharmacological interaction of compounds in ayahuasca: a systematic review",barnett_2025::chunk::757c0ee1256e;malcolm_2023::chunk::699040526153;malcolm_2023::chunk::c4538f807e92;rached_2026::chunk::ccb7ce6fdd3e;ruffell_2020::chunk::01a5376af045;ruffell_2020::chunk::0287aacc6b5c;ruffell_2020::chunk::126e542071d8;ruffell_2020::chunk::20a0626688c3;ruffell_2020::chunk::3dd1f6f3ef53;ruffell_2020::chunk::4c40bc35dfa3;ruffell_2020::chunk::4c580e6cc049;ruffell_2020::chunk::5e73d18c2cdd;ruffell_2020::chunk::64320335010d;ruffell_2020::chunk::6ced3402b1de;ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::731da928b0a0;ruffell_2020::chunk::96e3e3cc0abb;ruffell_2020::chunk::9ef79e66df4b;ruffell_2020::chunk::b15c0762ccb4;ruffell_2020::chunk::bb600259c5d3;ruffell_2020::chunk::c6009e6820d4;ruffell_2020::chunk::ce6e93e53569;ruffell_2020::chunk::d5390e0d6896;ruffell_2020::chunk::d53e95f1054c;ruffell_2020::chunk::da4cb62ca6d2;ruffell_2020::chunk::ddc0bf461eca;ruffell_2020::chunk::e32c5e70b313;ruffell_2020::chunk::ec9e83519a68;ruffell_2023::chunk::630e92c37e57;ruffell_2023::chunk::a021280a41ca,,barnett_2025::chunk::757c0ee1256e;malcolm_2023::chunk::699040526153;malcolm_2023::chunk::c4538f807e92;rached_2026::chunk::ccb7ce6fdd3e;ruffell_2020::chunk::01a5376af045;ruffell_2020::chunk::0287aacc6b5c;ruffell_2020::chunk::126e542071d8;ruffell_2020::chunk::20a0626688c3;ruffell_2020::chunk::3dd1f6f3ef53;ruffell_2020::chunk::4c40bc35dfa3;ruffell_2020::chunk::4c580e6cc049;ruffell_2020::chunk::5e73d18c2cdd;ruffell_2020::chunk::64320335010d;ruffell_2020::chunk::6ced3402b1de;ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::731da928b0a0;ruffell_2020::chunk::96e3e3cc0abb;ruffell_2020::chunk::9ef79e66df4b;ruffell_2020::chunk::b15c0762ccb4;ruffell_2020::chunk::bb600259c5d3;ruffell_2020::chunk::c6009e6820d4;ruffell_2020::chunk::ce6e93e53569;ruffell_2020::chunk::d5390e0d6896;ruffell_2020::chunk::d53e95f1054c;ruffell_2020::chunk::da4cb62ca6d2;ruffell_2020::chunk::ddc0bf461eca;ruffell_2020::chunk::e32c5e70b313;ruffell_2020::chunk::ec9e83519a68;ruffell_2023::chunk::630e92c37e57;ruffell_2023::chunk::a021280a41ca
